Title,Artist,YouTube,Lyric
Stayin' Alive,Bee Gees,https://www.youtube.com/watch?v=fNFzfwLM72c,"Well, you can tell by the way I use my walk,
I'm a woman's man: no time to talk.
Music loud and women warm, I've been kicked around
Since I was born.
And now it's all right. it's ok.
And you may look the other way.
We can try to understand The new york times' effect on man.
Whether you're a brother or whether you're a mother,
You're stayin' alive, stayin' alive.
Feel the city breakin' and everybody shakin',
And we're stayin' alive, stayin' alive.
Ah, ha, ha, ha, stayin' alive, stayin' alive.
Ah, ha, ha, ha, stayin' alive.
Well now, I get low and I get high,
And if I can't get either, I really try.
Got the wings of heaven on my shoes.
I'm a dancin' man and I just can't lose.
You know it's all right. it's ok.
I'll live to see another day.
We can try to understand The new york times' effect on man.
Whether you're a brother or whether you're a mother,
You're stayin' alive, stayin' alive.
Feel the city breakin' and everybody shakin',
And we're stayin' alive, stayin' alive.
Ah, ha, ha, ha, stayin' alive, stayin' alive.
Ah, ha, ha, ha, stayin' alive.
Life goin' nowhere. somebody help me.
Somebody help me, yeah.
Life goin' nowhere. somebody help me.
Somebody help me, yeah. stayin' alive.
Well, you can tell by the way I use my walk,
I'm a woman's man: no time to talk.
Music loud and women warm,
I've been kicked around since I was born.
And now it's all right. it's ok.
And you may look the other way.
We can try to understand The new york times' effect on man.
Whether you're a brother or whether you're a mother,
You're stayin' alive, stayin' alive.
Feel the city breakin' and everybody shakin',
And we're stayin' alive, stayin' alive.
Ah, ha, ha, ha, stayin' alive, stayin' alive.
Ah, ha, ha, ha, stayin' alive.
Life goin' nowhere. somebody help me.
Somebody help me, yeah.
Life goin' nowhere. somebody help me, yeah.
I'm stayin' alive.
________________"
Wake Me Up Before You Go-Go,Wham!,https://www.youtube.com/watch?v=pIgZ7gMze7A,"Jitterbug
Jitterbug
Jitterbug
Jitterbug
You put the boom-boom into my heart (hoo-hoo)
You send my soul sky-high
When your lovin' starts
Jitterbug into my brain (yeah, yeah)
Goes bang-bang-bang
'Til my feet do the same
But something's bugging me
Something ain't right
My best friend told me
What you did last night
You left me sleeping in my bed
I was dreaming
But I should've been with you instead
Wake me up before you go-go
Don't leave me hanging on like a yo-yo
Wake me up before you go-go
I don't wanna miss it when you hit that high
Wake me up before you go-go
'Cause I'm not planning on going solo
Wake me up before you go-go
Take me dancing tonight
I wanna hit that high, yeah yeah
You get the grey skies outta my way (yoo-hoo)
You make the sun shine brighter
Than Doris Day
You turned a bright spark into a flame (yeah, yeah)
My beats per minute never been the same
'Cause you're my lady
I'm your fool
It makes me crazy when you act so cruel
Come on baby
Let's not fight
We'll go dancing
Everything will be alright
Wake me up before you go-go
Don't leave me hanging on like a yo-yo
Wake me up before you go-go
I don't wanna miss it when you hit that high
Wake me up before you go-go
'Cause I'm not planning on going solo
Wake me up before you go-go
Take me dancing tonight
I wanna hit that high, yeah yeah yeah, baby (jitterbug)
Cuddle up baby
Move in tight
We'll go dancing tomorrow night
It's cold out there
But it's warm in bed
They can dance
We'll stay home instead
(Jitterbug)
Wake me up before you go-go
Don't leave me hanging on like a yo-yo
Wake me up before you go-go
I don't wanna miss it when you hit that high
Wake me up before you go-go
'Cause I'm not planning on going solo
Wake me up before you go-go
Take me dancing tonight
Wake me up before you go-go
Don't you dare to leave me hanging on like a yo-yo
Take me dancing
A boom-boom-boom-boom, oh!
('Cause I'm not plannin' on goin' solo)
A boom-boom-boom-boom, yeah, yeah, yeah
(Take me dancing tonight)
Ooh, ahh
Yeah, yeah...
________________"
You're the Inspiration,Chicago,https://www.youtube.com/watch?v=CRfy1yorkec,"You're The Inspiration - Chicago
You know our love was meant to be
The kind of love to last forever
And I want you here with me
From tonight until the end of time
You should know
Everywhere I go
Always on my mind
In my heart
In my soul
Baby
You're the meaning in my life
You're the inspiration
You bring feeling to my life
You're the inspiration
Wanna have you near me
I wanna have you hear me saying
""No one needs you more than I need you""
And I know (And I know)
Yes I know that it's plalin to see
So in love when we're together
Now I know (Now I know)
That I need you here with me
From tonight until the end of time
You should know (Yes, you need to know)
Everywhere I go
You're always on my mind
You're in my heart
In my soul
you're the meaning in my life
You're the inspiration
You bring feeling to my life
You're the inspiration
Wanna have you near me
I wanna have you hear me saying
""No one needs you more than I need you""
Wanna have you near me
I wanna have you hear me saying
""No one needs you more than I need you""
You're the meaning in my life
You're the inspiration
You bring feeling to my life
You're the inspiration
When you love somebody
'Til the end of time
When you love somebody
Always on my mind
No one needs you more than I
When you love somebody
'Til the end of time
When you love somebody
Always on my mind No on needs you more than I
________________"
Faithfully,Journey,https://www.youtube.com/watch?v=OMD8hBsA-RI,"Highway run
Into the midnight sun
Wheels go round and round
You're on my mind
Restless hearts
Sleep alone tonight
Sendin' all my love
Along the wire
They say that the road
Ain't no place to start a family
Right down the line
It's been you and me
And lovin' a music man
Ain't always what it's supposed to be
Oh girl you stand by me
I'm forever yours...faithfully
Circus life
Under the big top world
We all need the clowns
To make us smile
Through space and time
Always another show
Wondering where I am
Lost without you
And being apart ain't easy
On this love affair
Two strangers learn to fall in love again
I get the joy
Of rediscovering you
Oh girl, you stand by me
I'm forever yours...faithfully
Oh, oh, oh, oh
Faithfully, I'm still yours
I'm forever yours
Ever yours faithfully
________________"
Let's Dance,David Bowie,https://www.youtube.com/watch?v=VbD_kBJc_gI,"Let's dance
Let's dance
Let's dance, put on your red shoes and dance the blues
Let's dance, to the song they're playin' on the radio
Let's sway, while colour lights up your face
Let's sway, sway through the crowd to an empty space
If you say run, I'll run with you
And if you say hide, we'll hide
Because my love for you
Would break my heart in two
If you should fall
Into my arms
And tremble like a flower
Let's dance
Let's dance
Let's dance, for fear your grace should fall
Let's dance, for fear tonight is all
Let's sway, you could look into my eyes
Let's sway, under the moonlight, this serious moonlight
And if you say run, I'll run with you
And if you say hide, we'll hide
Because my love for you
Would break my heart in two
If you should fall
Into my arms
And tremble like a flower
Let's dance
Let's dance
Let's dance, put on your red shoes and dance the blues
Let's dance, to the song we're playing
Let's sway
Let's sway, under the moonlight, this serious moonlight
Let's dance
Let's
Let's
Let's
Let's sway
Let's
Let's dance
Let's dance
Let's dance
Let's dance
Let's dance
Let's dance
Let's sway
Let's sway
Let's dance
Let's dance
Let's dance
Let's dance
Let's dance
Let's dance
Let's dance
________________"
I Wanna Dance with Somebody,Whitney Houston,https://www.youtube.com/watch?v=eH3giaIzONA,"Oh
Yeah woh
Hey yeah ah ooh yeah ah ha
Yeah I want to dance
Clock strikes upon the hour
And the sun begins to fade
There's still enough time to figure out
How to chase my blues away
I've done alright up till now
It's the light of day that shows me how
And when the night falls
Loneliness calls
Oh I wanna dance with somebody
I wanna feel the heat with somebody
Yeah I wanna dance with somebody
With somebody who loves me
I've been in love and lost my senses
Spinning through the town
Sooner or later the fever ends
And I wind up feeling down
I need a man who'll take a chance
On a love that burns hot enough to last
So when the night falls
My lonely heart calls
Oh I wanna dance wiht somebody
I wanna feel the heat
Yeah I wanna dance with somebody
With somebody who loves me
(Somebody ooh somebody ooh)
Somebody who loves me yeah
(Somebody ooh somebody ooh)
To hold me in his arms oh
I need a man who'll take a chance
On a love tha bruns hot
Enough to last
So when the night falls
My lonely heart calls
Ooh ooh(dance)
Come on baby(dance)
Ooh yeah(dance)let me get to this woh
Don't you wanna dance(dance)with me baby
Hey don't you wanna dance(dance)with me boy
Don't you wanna dance(dance)with me baby
With somebody who loves me
Don't you wanna dance
Say you wanna dance
Don't you wanna dance(dance)
Don't you wanna dance
Say you wanna dance
Don't you wanna dance(dance)
Don't you wanna dance
Say you wanna dance ah ha(dance)
With somebody who loves me
Ooh(dance)ooh ooh(dance)
Ooh ooh ooh(dance)hey baby"
Arthur's Theme(Best That You Can Do),Christopher Cross,https://youtu.be/xWoGS5B9fvA?feature=shared,"Once in your life you find her
Someone that turns your heart around
And next thing you know you're closing down the town
Wake up and it's still with you
Even though you left her way 'cross town
Wondering to yourself, ""Hey, what've I found?""
When you get caught between the moon and New York City
I know it's crazy, but it's true
If you get caught between the moon and New York City
The best that you can do
The best that you can do
Is fall in love
Arthur, he does as he pleases
All of his life, his master's toys
Deep in his heart, he's just, he's just a boy
Living his life one day at a time
And showing himself a pretty good time
Laughing about the way they want him to be
When you get caught between the moon and New York City
I know it's crazy, but it's true
If you get caught between the moon and New York City
The best that you can do (The best that you can do)
The best that you can do
Is fall in love"
How Deep Is Your Love,Bee Gees,https://youtu.be/ukgluvJpL4U?feature=shared,"I know your eyes
in the morning sun
I feel you touch me
in the pouring rain
And the moment
that you wander far from me
I wanna feel you in my arms again
And you come to me
on a summer breeze
Keep me warm in your love
Then you softly leave
And it's me you need to show
How deep is your love?
How deep is your love?
How deep is your love?
I really mean to learn
'Cause we're living in a world of fools
Breakin??us down
When they all should let us be
We belong to you and me
I believe in you
You know the door to my very soul
You're the light in my deepest,
darkest hour
You're my saviour when I fall
And you may not think I care for you
When you know down inside
That I really do
And it's me you need to show
How deep is your love?
How deep is your love
How deep is your love
I really mean to learn
'Cause we're living in a world of fools
Breakin??us down
When they all should let us be
We belong to you and me
Da-da-da-da-da
Na-na-na na-na-na-na
Na-na-na-na-na-na-na
Na-na-na-na-na-na-na
And you come to me
on a summer breeze
Keep me warm in your love
Then you softly leave
And it's me you need to show
How deep is your love?
How deep is your love
How deep is your love
I really mean to learn
'Cause we're living in a world of fools
Breakin??us down
When they all should let us be
We belong to you and me
How deep is your love
How deep is your love
I really mean to learn
'Cause we're living in a world of fools
Breakin??us down
When they all should let us be
We belong to you and me
How deep is your love
How deep is your love
I really mean to learn
'Cause we're living in a world of fools
Breakin??us down
When they all should let us be
We belong to you and me"
Just The Way You Are,Billy Joel,https://youtu.be/C5tXGwUCD1c?feature=shared,"Don't go changing to try and please me
You never let me down before, mmm
Don't imagine you're too familiar
And I don't see you anymore
I would not leave you in times of trouble
We never could have come this far, mmm
I took the good times, I'll take the bad times
I'll take you just the way you are
Don't go trying some new fashion
Don't change the color of your hair, mmm
You always have my unspoken passion
Although I might not seem to care
I don't want clever conversation
I never want to work that hard, mmm
I just want someone that I can talk to
I want you just the way you are
I need to know that you will always be
The same old someone that I knew
Oh, but what will it take till you believe in me
The way that I believe in you?
I said I love you, that's forever
And this I promise from the heart, mmm
I couldn't love you any better
I love you just the way you are, right
I don't want clever conversation
I never want to work that hard, mmm
I just want someone that I can talk to
I want you just the way you are"
Sailing,Christopher Cross,https://youtu.be/AWDsENco3-8?feature=shared,"Well, it's not far down to paradise
At least it's not for me
And if the wind is right you can sail away
And find tranquility
Oh, the canvas can do miracles
Just you wait and see
Believe me
It's not far to never never land
No reason to pretend
And if the wind is right you can find the joy
Of innocence again
Oh, the canvas can do miracles
Just you wait and see
Believe me
Sailing
Takes me away to where I've always heard it could be
Just a dream and the wind to carry me
Soon I will be free
Fantasy
It gets the best of me
When I'm sailing
All caught up in the reverie
Every word is a symphony
Won't you believe me?
Sailing
Takes me away to where I've always heard it could be
Just a dream and the wind to carry me
Soon I will be free
Well, it's not far back to sanity
At least it's not for me
And if the wind is right you can sail away
And find serenity
Oh, the canvas can do miracles
Just you wait and see
Can't you, believe me?
Sailing
Takes me away to where I've always heard it could be
Just a dream and the wind to carry me
And soon I will be free"
Endless Love,Diana Ross & Lionel Richie,https://youtu.be/eUziaLN7xDc?feature=shared,"My love
There's only you in my life
The only thing that's right
My first love
You're every breath that I take
You're every step I make
And I
I want to share
All my love with you
No one else will do
And your eyes
They tell me how much you care
Oh yes, you will always be
My endless love
Two hearts
Two hearts that beat as one
Our lives have just begun
Forever
I'll hold you close in my arms
I can't resist your charms
And love
I'll be a fool for you, I'm sure
You know I don't mind
I don't mind
'Cause you
You mean the world to me
Oh, I know
I've found in you
My endless love
Ooh, ah
Ooh, ah
Ooh, ooh, ooh, and love
I'll be a fool for you, I'm sure
You know I don't mind
I don't mind
And, yes, you'll be the only one
'Cause no one can deny
This love I have inside
I'll give it all to you
My love, my love
My endless love
Love, my endless love
Oh, oh, oh my
My, my, my, my endless love
Ooh, ooh, my, my, my
My love
My endless love"
Hello,Lionel Richie,https://youtu.be/Axx9IMdL4jc?feature=shared,"I've been alone with you, inside my mind.
And in my dreams I've kissed your lips, a thousand times.
I sometimes see you pass outside my door.
Hello!
Is it me you're looking for?
I can see it in your eyes, i can see it in your smile.
You're all I've ever wanted and my arms are open wide.
cause you know just what to say and you know just what to do
And I want to tell you so much....
I love you.
I long to see the sunlight in your hair
And tell you time and time again, how much I care.
Sometimes I feel my heart will overflow.
Hello!
I've just got to let you know
Cause I wonder where you are, and I wonder what you do
Are you somewhere feeling lonely, or is someone loving you!?.
Tell me how to win your heart, for I haven't got a clue.
But let me start by saying...
I love you.
Hello!?
Is it me you're looking for??
Cause I wonder where you are and I wonder what you do.
Are you somewhere feeling lonely, or is someone loving you.
Tell me how to win your heart, for I haven't got a clue.
But let me start by saying...
I love you."
Time in a Bottle,Jim Croce,https://youtu.be/g4NBS-Dcmsw?feature=shared,"If I could save time in a bottle
The first thing that I'd like to do
Is to save every day
'Til eternity passes away
Just to spend them with you
If I could make days last forever
If words could make wishes come true
I'd save every day like a treasure and then
Again, I would spend them with you
But there never seems to be enough time
To do the things you want to do
Once you find them
I've looked around enough to know
That you're the one I want to go
Through time with
If I had a box just for wishes
And dreams that had never come true
The box would be empty
Except for the memory
Of how they were answered by you
But there never seems to be enough time
To do the things you want to do
Once you find them
I've looked around enough to know
That you're the one I want to go
Through time with"
If You Leave Me Now,Chicago,https://youtu.be/ZpOlUVqGL88?feature=shared,"If you leave me now
You'll take away the biggest part of me
Ooh-ooh, no, baby, please don't go
And if you leave me now
You'll take away the very heart of me
Ooh-ooh, no, baby, please don't go
Ooh-ooh, girl, I just want you to stay
A love like ours is love that's hard to find
How could we let it slip away?
We've come too far to leave it all behind
How could we end it all this way?
When tomorrow comes and we'll both regret
The things we said today
A love like ours is love that's hard to find
How could we let it slip away?
We've come too far to leave it all behind
How could we end it all this way?
When tomorrow comes and we'll both regret
The things we said today
If you leave me now
You'll take away the biggest part of me
Ooh-ooh, no, baby, please don't go
Ooh, girl, just got to have you by my side
Ooh-ooh, no, baby, please don't go
Ooh, my, my, I just got to have your loving (hey, hey)"
Babe,Styx,https://youtu.be/qIsOoNq1TCc?feature=shared,"Babe, I'm leaving
I must be on my way
The time is drawing near
My train is going
I see it in your eyes
The love, the need, your tears
But I'll be lonely without you
And I'll need your love
to see me through
Please believe me
my heart is in your hands
And I'll be missing you
You know it's you Babe
Whenever I get weary
and I've had enough
Feel like giving up
You know it's you Babe
Giving me the courage
and the strength I need
Please believe that it's true
Babe, I love you
You know it's you Babe
Whenever I get weary
and I've had enough
Feel like giving up
You know it's you Babe
Giving me the courage
and the strength I need
Please believe that it's true
Babe, I love you
Babe, I'm leaving
I'll say it once again
Somehow try to smile
I know the feeling
we're trying to forget
If only for a while
But I'll be lonely without you
And I'll need your love
to see me through
Please believe me
my heart is in your hands
And I'll be missing you
Babe, I love you"
Waiting For A Girl Like You,Foreigner,https://youtu.be/hFr2uTXjHgQ?feature=shared,"So long
I've been looking too hard, I've waiting too long
Sometimes I don't know what I will find
I only know it's a matter of time
When you love someone
When you love someone
It feels so right, so warm and true
I need to know if you feel it too
Maybe I'm wrong
Won't you tell me if I'm coming on too strong
This heart of mine has been hurt before
This time I want be be sure
I've been waiting for a girl like you
To come into my life
I've been waiting for a girl like you
A love that will survive
I've been waiting for someone new
To make me feel alive
Yeah, waiting for a girl like you
To come into my life
You're so good
When we make love it's understood
It's more than a touch or a word we say
Only in dreams could it be this way
When you love someone
Yeah, really love someone
Now, I know it's right
From the moment I wake up till deep in the night
There's no where on earth that I'd rather be
Than holding you, tenderly
I've been waiting for a girl like you
To come into my life
I've been waiting for a girl like you
A love that will survive
I've been waiting for someone new
To make me feel alive
Yeah, waiting for a girl like you
To come into my life
I've been waiting
waiting for you
I've been waiting
I've been waiting
come into my life"
I Want to Know What Love Is,Foreigner,https://youtu.be/2j_ai_zYntw?feature=shared,"I've gotta take a little time
A little time to think things over
I better read between the lines
In case I need it when I'm older
(Whoa, ooh-ooh, ooh-ooh)
And this mountain, I must climb
Feels like the world upon my shoulders
And through the clouds, I see love shine
It keeps me warm as life grows colder
In my life, there's been heartache and pain
I don't know if I can face it again
Can't stop now, I've travelled so far
To change this lonely life
I wanna know what love is
I want you to show me
I wanna feel what love is
I know you can show me
Oh, oh-oh, oh (ooh)
I'm gonna take a little time
A little time to look around me
I've got nowhere left to hide
It looks like love has finally found me
In my life, there's been heartache and pain
I don't know if I can face it again
I can't stop now, I've travelled so far
To change this lonely life
I wanna know what love is
I want you to show me
I wanna feel what love is
I know you can show me
I wanna know what love is
I want you to show me
(I wanna feel) I wanna feel what love is
(I know) I know you can show me
Let's talk about love (I wanna know what love is)
Love that you feel inside (I want you to show me)
I'm feeling so much love (I wanna feel what love is)
Oh, you know, you just can't hide (I know you can show me)
I wanna know what love is (let's talk about love)
I know you can show me
(I wanna feel it too)
I wanna feel what love is (oh, I wanna feel it too)
(And I know, and I know)
I know you can show me (show me love is real, yeah), yeah!
I want you to show me (and I wanna know, I wanna know, wanna know)
I wanna feel what love is (I wanna feel)
I know you can show me"
Let's Stay Together,AI Green,https://youtu.be/FX7jwgnMj5o?feature=shared,"I'm, I'm so in love with you
Whatever you want to do
Is alright with me
'Cause you make me feel so brand new
And I want to spend my life with you
Let me say that since, baby
Since we've been together
Ooh
Loving you forever
Is what I need
Let me be the one you come running to
I'll never be untrue
Ooh baby
Let's, let's stay together (together)
Loving you whether, whether
Times are good or bad, happy or sad
Ooh, ooh, yeah
Whether times are good or bad, happy or sad
Why, somebody, why people break-up
Oh, turn around and make-up?
I just can't deceive
You'd never do that to me (would you, baby?)
Stayin' around you is all I see
Let's, we oughta stay together (together)
Loving you whether, whether
Times are good or bad, happy or sad, come on
Let's, let's stay together
Loving you whether, whether
Times are good or bad, happy or sad"
Baby Come Back,Player,https://youtu.be/RO0oMjjwvmo?feature=shared,"Spending all my nights, all my money going out on the town
Doing anything just to get you off of my mind
But when the morning comes, I'm right back where I started again
And tryin' to forget you is just a waste of time
Baby come back, any kind of fool could see
There was something in everything about you
Baby come back, you can blame it all on me
I was wrong and I just can't live without you
All day long, I'm wearing a mask of false bravado
Trying to keep up a smile that hides a tear
But as the sun goes down, I get that empty feeling again
How I wish to God that you were here
Baby come back, oh baby, any kind of fool could see
There was something in everything about you
Baby come back, you can blame it all on me
I was wrong and I just can't live without you, oh
Now that I put it all together, oh, oh
Give me the chance to make you see
Have you used up all the love in your heart?
Nothing left for me? Ain't there nothing left for me?
Baby come back, oh darling, any kind of fool could see
There was something in everything about you
Baby come back, listen baby, you can blame it all on me
I was wrong and I just can't live without you
I was wrong and I just can't live"
Open Arms,Journey,https://youtu.be/Cyr_-PMjDNU?feature=shared,"Lying beside you here in the dark
Feeling your heartbeat with mine
Softly you whisper, you're so sincere
How could our love be so blind?
We sailed on together and drifted apart
And here you are, by my side
So now I come to you with open arms
Nothing to hide, believe what I say
So here I am with open arms
Hoping you'll see what your love means to me
Open arms
Living without you, living alone
This empty house seems so cold
Wanting to hold you, wanting you near
How much I wanted you home
But now that you've come back, turned night into day
I need you to stay
So now I come to you with open arms
Nothing to hide, believe what I say
So here I am with open arms
Hoping you'll see what your love means to me
Open arms, oh-oh
Oh-oh-oh, oh-oh
Once again on lead vocals, Deen Castronovo
Thank you so much"
"He  Ain't Heavy, He is My Brother",The Hollies,https://youtu.be/rz6XoHrMet0?feature=shared,"??The road is long
With many a winding turn
That leads us to who knows where, who knows where
But I'm strong
Strong enough to carry him
He ain't heavy, he's my brother
??So on we go
His welfare is of my concern
No burden is he to bear
We'll get there
??For I know
He would not encumber me
He ain't heavy, he's my brother
??If I'm laden at all
I'm laden with sadness
That everyone's heart
Isn't filled with the gladness
Of love for one another
??It's a long, long road
From which there is no return
While we're on the way to there
Why not share?
??And the load
Doesn't weigh me down at all
He ain't heavy, he's my brother
??He's my brother
He ain't heavy, he's my brother
He ain't heavy, he's my brother"
More Than Words,Extreme,https://youtu.be/6MO_-kP6rTg?feature=shared,"Saying ""I love you""
Is not the words I want to hear from you
It's not that I want you
Not to say but if you only knew
How easy, it would be to show me how you feel
More than words is all you have to do to make it real
Then you wouldn't have to say that you love me
'Cause I'd already know
What would you do
If my heart was torn in two?
More than words to show you feel
That your love for me is real
What would you say
If I took those words away?
Then you couldn't make things new
Just by saying ""I love you""
La-di-da, da-di-da
Di-dai-dai-da
More than words
La-di-da, da-di-da
Now that I've tried to
Talk to you and make you understand
All you have to do is close your eyes
And just reach out your hands and touch me
Hold me close, don't ever let me go
More than words is all I ever needed you to show
Then you wouldn't have to say that you love me
'Cause I'd already know
What would you do
If my heart was torn in two?
More than words to show you feel
That your love for me is real
What would you say
If I took those words away?
Then you couldn't make things new
Just by saying ""I love you"""
Right Here Waiting,Richard Marx,https://youtu.be/-sMibx1b4uw?feature=shared,"Oceans apart, day after day
And I slowly go insane
I hear your voice on the line
But it doesn't stop the pain
If I see you next to never
But how can we say forever?
Wherever you go, whatever you do
I will be right here waiting for you
Whatever it takes or how my heart breaks
I will be right here waiting for you
I took for granted all the times
That I thought would last somehow
I hear the laughter, I taste the tears
But I can't get near you now
Oh, can't you see it, baby?
You've got me going crazy
Wherever you go, whatever you do
I will be right here waiting for you
Whatever it takes or how my heart breaks
I will be right here waiting for you
I wonder how we can survive
This romance
But in the end, if I'm with you
I'll take the chance
Oh, can't you see it, baby?
You've got me goin' crazy
Wherever you go, whatever you do
I will be right here waiting for you
Whatever it takes or how my heart breaks
I will be right here waiting for you
Waiting for you"
